"Family","Subfamily","Genus","Species","Sex","Anterior.process","Anterior.process","Propeltidium.+.Metapeltidium","Propeltidium.+.Metapeltidium","Propeltidium.+.Metapeltidium","Pedipalps","Pedipalps","Pedipalps","Pedipalps","Pedipalps","Chelicerae","Chelicerae","Chelicerae","Opisthosoma","Opisthosoma","Opisthosoma","Opisthosoma","Spermathecae.(female)","Spermathecae.(female)","Flagellum","Flagellum","Size","Size","Legs","Legs","Legs","Legs","Legs","Ecology","Distribution","Distribution","Distribution","References"
"Family","Subfamily","Genus","Species","Sex","Setation","Setation (base)","Dorsal setation","State of vision","State of metapeltidium","Dimorphism","Mesal spur (trochanter)","Apical process (trochanter)","Claw/tarsus ratio (min)","Claw/tarsus ratio (max)","Guard tooth (movable finger)","Accessory tooth (movable finger)","Small teeth (fixed finger)","Setation (tergite II)","Elongation","Tergite XII: posterodorsal process","Tergite XII: posterodorsal process (shape)","Number of lobes","State of gonopod","Number of flagellomeres (female)","Dorsal shape (male)","Total body length (min)","Total body length (max)","Leg I/total body length ratio (min)","Leg I/total body length ratio (max)","Anterodorsal margin (leg IV)","Leg IV, femur: length/width ratio (min)","Leg IV, femur: length/width ratio (max)","Habitat","Type locality (country)","Region","Unit","References"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius chinoi","female","1+1","Absent","3 or 4 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present or absent","No data","No data","No data","Present","1 accessory tooth","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"4.16","4.16","1.02","1.02","~ 90°","2.1800000000000002","2.1800000000000002","Epigean","Puerto Rico","Caribbean","New World","Armas 2010b [in spanish]; Camilo & Cokendolpher 1988 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius chinoi","male","1+1","Absent","3 or 4 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present or absent","No data; absent","No data","No data","Present","1 accessory tooth","4 small teeth","2 setae","No data","Well-developed","Truncate",NA,NA,NA,"Lanceolate - triangular","3.4","3.53","1.25","1.38","~ 90°","2.2200000000000002","2.2799999999999998","Epigean","Puerto Rico","Caribbean","New World","Armas 2010b [in spanish]; Camilo & Cokendolpher 1988 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius cousinensis","female","1+1","Absent","3 pairs","Eyespots","No data","Sexual dimorphism + heteromorphism ","No data","No data","No data","No data","No data","No data","No data","2 setae","Absent","No data","No data","2 pairs","Present","4 flagellomeres",NA,"No data","No data","No data","No data","~ 90°","No data","No data","Troglobite or troglophile","Jamaica","Caribbean","New World","Rowland & Reddell 1979a"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius cousinensis","male","1+1","Absent","2 pairs","Eyespots","No data","Sexual dimorphism + heteromorphism ","No data","No data; absent","0.25","0.25","No data","No data","No data","2 setae","Absent","Small","Rounded",NA,NA,NA,"Rhomboidal - triangular","No data","No data","No data","No data","~ 90°","No data","No data","Troglobite or troglophile","Jamaica","Caribbean","New World","Rowland & Reddell 1979a"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius cubanacan","female","1+1","Absent","3 pairs","Eyespots","No data","Sexual dimorphism + heteromorphism ","No data","No data","No data","No data","No data","No data","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.07","3.42","No data","No data","~ 90°","No data","No data","Troglophile","Cuba","Caribbean","New World","Armas 1989 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius cubanacan","male","1+1","Absent","3 pairs","Eyespots","No data","Sexual dimorphism + heteromorphism ","No data","No data; very strongly","No data","No data","No data","No data","No data","2 setae","No data","Small","Truncate",NA,NA,NA,"Rhomboidal - triangular","2.85","3.28","No data","No data","~ 90°","No data","No data","Troglophile","Cuba","Caribbean","New World","Armas 1989 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius cupeyalensis","male","1+1","Absent","3 pairs","Eyespots","Entire","No data","Present or absent","No data; strongly","No data","No data","No data","No data","No data","2 setae","No data","Well-developed","Truncate",NA,NA,NA,"Rhomboidal - triangular","3.17","3.17","1.33","1.33","~ 90°","2.14","2.14","Epigean","Cuba","Caribbean","New World","Armas 2002b [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius desecheo","male","1+1","Absent","3 pairs","Eyespots","Entire","No data","No data","Absent","0.33","0.33","No data","No data","No data","2 setae","Absent","Well-developed","Truncate",NA,NA,NA,"Rhomboidal - triangular","No data","No data","No data","No data","~ 90°","No data","No data","No data","Puerto Rico","Caribbean","New World","Rowland & Reddell 1979a; Camilo & Cokendolpher 1988 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius ducoudrayi","male","1+1","Absent","3 or 4 pairs","Eyespots","Entire","No data","No data","No data","No data","No data","No data","No data","No data","2 setae","No data","Well-developed","Rounded",NA,NA,NA,"Rhomboidal - triangular","3.2","3.4","No data","No data","~ 90°","No data","No data","Epigean","Dominican Republic","Caribbean","New World","Armas & Abud Antun 1990 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius dumitrescoae","female","1+1","Absent","2 or 3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","No data","Weakly","No data","No data","Present","Absent","5 small teeth","2 setae","Absent","No data","No data","2 pairs","Present","4 flagellomeres",NA,"3.35","3.35","0.95","1.41","~ 90°","2.38","2.38","Epigean","Costa Rica","Central America","New World","Rowland & Reddell 1979a; Armas & Víquez 2010 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius dumitrescoae","male","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","No data","No data; absent","0.33","0.33","Present","Absent","No data","2 setae","Absent","Small","No data",NA,NA,NA,"Rhomboidal - triangular","No data","No data","No data","No data","~ 90°","No data","No data","Epigean","Costa Rica","Central America","New World","Rowland & Reddell 1979a; Armas & Víquez 2010 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius engombe","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","No data","Strongly","No data","No data","No data","No data","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.3","3.5","No data","No data","~ 90°","No data","No data","Epigean","Dominican Republic","Caribbean","New World","Armas & Abud Antun 2002 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius engombe","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","No data","Strongly; very strongly","No data","No data","No data","No data","No data","2 setae","No data","Small","Rounded",NA,NA,NA,"Rhomboidal - triangular","3.1","3.55","No data","No data","~ 90°","No data","No data","Epigean","Dominican Republic","Caribbean","New World","Armas & Abud Antun 2002 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius falcifemur","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","No data","Strongly","No data","No data","No data","No data","No data","2 setae","No data","No data","No data","2 pairs","Present","4 flagellomeres",NA,"3.48","3.48","No data","No data","~ 90°","No data","No data","Troglobite or troglophile","Cuba","Caribbean","New World","Teruel 2003 [in spanish]; Teruel & Armas 2004 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius falcifemur","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","No data","Very strongly; very strongly","No data","No data","No data","No data","No data","2 setae","No data","Small","Rounded",NA,NA,NA,"Oblong","3.34","3.43","No data","No data","~ 90°","No data","No data","Troglobite or troglophile","Cuba","Caribbean","New World","Teruel 2003 [in spanish]; Teruel & Armas 2004 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius florenciae","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","No data","Strongly","0.5","0.5","No data","No data","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.5","3.71","No data","No data","~ 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel 2003 [in spanish]; Teruel, Armas & Rodríguez 2012 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius florenciae","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","No data","Strongly; very strongly","0.32","0.4","No data","No data","No data","2 setae","No data","Well-developed","Truncate",NA,NA,NA,"Lanceolate","3.46","4","No data","No data","~ 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel 2003 [in spanish]; Teruel, Armas & Rodríguez 2012 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius gladiger","female","1+1","Absent","2 or 3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","No data","Strongly","No data","No data","No data","No data","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.05","3.05","No data","No data","~ 90°","No data","No data","Troglophile","Cuba","Caribbean","New World","Dumitresco 1977 [in french]; Rowland & Reddell 1979a; Armas 1989 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius gladiger","male","1+1","Absent","2 or 3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","No data","Strongly; very strongly","No data","No data","No data","No data","No data","2 setae","No data","Small","Rounded",NA,NA,NA,"Rhomboidal - triangular","2.5499999999999998","4","1.5","1.5","~ 90°","No data","No data","Troglophile","Cuba","Caribbean","New World","Dumitresco 1977 [in french]; Rowland & Reddell 1979a; Armas 1989 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius gracilis","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present or absent","No data","No data","No data","No data","No data","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.35","3.75","No data","No data","~ 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel 2004 [in spanish]; Teruel & Armas 2004 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius gracilis","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present or absent","No data; weakly to very strongly","No data","No data","No data","No data","No data","2 setae","No data","Well-developed","Truncate",NA,NA,NA,"Triangular","2.95","3.4","No data","No data","~ 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel 2004 [in spanish]; Teruel & Armas 2004 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius guama","female","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present","Strongly","0.25","0.25","No data","No data","No data","2 setae","Absent","Absent","Absent","2 pairs","No data","4 flagellomeres",NA,"3.15","3.15","No data","No data","~ 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel & Armas 2012 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius guama","male","1+1","Absent","2 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","Present","Strongly; very strongly","0.2","0.25","No data","No data","No data","2 setae","Absent","Well-developed","Truncate + rounded",NA,NA,NA,"Triangular","3.05","3.25","No data","No data","~ 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel & Armas 2012 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius guamuhaya","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","No data","0.5","0.5","No data","No data","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.16","3.16","No data","No data","~ 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel, Armas & Rodríguez 2012 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius guamuhaya","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","No data; very strongly","0.3","0.4","No data","No data","No data","2 setae","Absent","Well-developed","Truncate",NA,NA,NA,"Circular - triangular","3.36","3.57","No data","No data","~ 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel, Armas & Rodríguez 2012 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius guantanamero","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","No data","No data","No data","No data","No data","No data","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.75","3.75","No data","No data","~ 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel 2004 [in spanish]; Teruel & Armas 2004 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius guantanamero","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism + mesomorphism ","No data","No data; weakly","No data","No data","No data","No data","No data","2 setae","No data","Well-developed","Truncate",NA,NA,NA,"Lanceolate - triangular","3.2","3.65","No data","No data","~ 90°","No data","No data","Epigean","Cuba","Caribbean","New World","Teruel 2004 [in spanish]; Teruel & Armas 2004 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius insignis","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","Weakly","0.33","0.33","Present","No data","No data","2 setae","Absent","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.5","3.5","1.03","1.03","~ 90°","2","2.25","No data","Martinique","Caribbean","New World","Hansen in Hansen & Sørensen 1905; Rowland & Reddell 1979a"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius insignis","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present","No data; absent","0.17","0.17","Present","No data","No data","2 setae","Absent","Well-developed","Truncate",NA,NA,NA,"Rhomboidal - triangular","3.1","3.1","1.46","1.46","~ 90°","2.1","2.4","No data","Martinique","Caribbean","New World","Hansen in Hansen & Sørensen 1905; Rowland & Reddell 1979a"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius isabel","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","Present or absent","No data; strongly","No data","No data","No data","No data","No data","2 setae","No data","Small","Acute",NA,NA,NA,"Triangular","2.85","2.85","1.1599999999999999","1.1599999999999999","~ 90°","2.14","2.14","Epigean","Dominican Republic","Caribbean","New World","Armas & Abud Antun 2002 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius jarmillae","female","1+1","Absent","3 pairs","Eyespots","Entire","No data","Present","No data","No data","No data","Present","Absent","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"4.8","5","1.1299999999999999","1.1599999999999999","~ 90°","No data","No data","Troglophile","Dominican Republic","Caribbean","New World","Armas & Cokendolpher 2001"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius jarmillae","male","1+1","Absent","3 pairs","Eyespots","Entire","No data","Present","Weakly","No data","No data","Present","Absent","6 small teeth","2 setae","No data","Well-developed","Truncate",NA,NA,NA,"Circular","3.5","3.5","1.55","1.55","~ 90°","2.37","2.37","Troglophile","Dominican Republic","Caribbean","New World","Armas & Cokendolpher 2001"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius labarcae","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","No data","No data","No data","No data","No data","No data","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"4","4.25","No data","No data","~ 90°","No data","No data","Troglophile","Cuba","Caribbean","New World","Armas 1989 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius labarcae","male","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","No data","No data; absent","No data","No data","No data","No data","No data","2 setae","No data","Well-developed","Truncate",NA,NA,NA,"Rhomboidal - triangular","3.15","3.9","No data","No data","~ 90°","No data","No data","Troglophile","Cuba","Caribbean","New World","Armas 1989 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius lantiguai","female","1+1","Absent","3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","No data","No data","No data","No data","No data","No data","No data","2 setae","No data","Absent","Absent","2 pairs","Present","4 flagellomeres",NA,"3.4","3.4","No data","No data","~ 90°","No data","No data","Epigean","Dominican Republic","Caribbean","New World","Armas & Abud Antun 1990 [in spanish]; Armas 2004 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius lantiguai","male","1+1","Absent","2 or 3 pairs","Eyespots","Entire","Sexual dimorphism + heteromorphism ","No data","Strongly; weakly","No data","No data","No data","No data","No data","2 setae","No data","Well-developed","Acute",NA,NA,NA,"Triangular","2.7","3.2","No data","No data","~ 90°","1.87","1.87","Epigean","Dominican Republic","Caribbean","New World","Armas & Abud Antun 1990 [in spanish]; Armas 2004 [in spanish]"
"Hubbardiidae","Hubbardiinae","Rowlandius","Rowlandius linsduarteae","female","1+1","Absent","2 pairs","Eyespots","Divided","No data","No data","Absent","No data","No data","Present","No data","No data","2 setae","No data","Absent","Absent","2 pairs","Absent","4 flagellomeres",NA,"3.35","3.35","0.94","0.94","~ 90°","No data","No data","Epigean","Brazil","South America","New World","Santos et al. 2008; Monjaraz-Ruedas, Prendini & Francke 2020"
